"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_serror_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","class"
"23199",0,"tcp","http","SF",319,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,107,255,1,0,0.01,0.08,0,0,0.57,0.65,"normal"
"23204",0,"tcp","whois","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,10,1,1,0,0,0.07,0.08,0,255,10,0.04,0.07,0,0,1,1,0,0,"anomaly"
"23207",6,"tcp","other","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,"anomaly"
"23210",0,"tcp","http","SF",319,9432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.06,0.06,0,0,1,0,0,18,255,1,0,0.06,0.05,0.06,0.01,0,0,"normal"
"23220",0,"tcp","iso_tsap","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,"anomaly"
"23222",0,"tcp","private","RSTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,209,1,0,0.22,0.2,0,0,0,0.21,1,"anomaly"
"23228",0,"tcp","ftp_data","SF",334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,14,1,0,1,0.43,0,0,0,0,"anomaly"
"23229",0,"tcp","http","SF",187,21002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55,255,1,0,0.02,0.04,0,0,0,0,"normal"
"23232",297,"tcp","telnet","SF",258,1904,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,115,22,0.19,0.05,0.01,0,0.01,0.05,0.02,0.09,"normal"
"23235",0,"tcp","http","SF",325,2762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,1,0,0.22,255,255,1,0,0,0,0,0,0,0,"normal"
"23241",0,"tcp","nnsp","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,18,0,0,1,1,0.13,0.07,0,255,18,0.07,0.06,0,0,0,0,1,1,"anomaly"
"23247",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0,0,1,1,0.01,0.06,0,255,1,0,0.06,0,0,0,0,1,1,"anomaly"
"23249",0,"tcp","ldap","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.07,0,0,0,0,1,1,"anomaly"
"23255",0,"tcp","http","SF",215,2288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,42,176,1,0,0.02,0.06,0,0,0,0,"normal"
"23259",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,65,169,1,0,0.02,0.04,0,0,1,1,"normal"
"23260",0,"tcp","http","SF",212,2739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,1,0,0.11,18,255,1,0,0.06,0.04,0,0,0,0,"normal"
"23265",0,"tcp","ftp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,3,1,1,0,0,0.01,0.06,0,255,4,0.02,0.08,0,0,1,1,0,0,"anomaly"
"23267",0,"tcp","systat","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,20,1,1,0,0,0.08,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,"anomaly"
"23280",0,"tcp","http","SF",240,2073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"23281",0,"icmp","ecr_i","SF",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,228,228,1,0,1,0,0,0,0,0,"normal"
"23282",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,14,1,1,0,0,0.11,0.06,0,255,13,0.05,0.07,0,0,1,1,0,0,"anomaly"
"23284",0,"tcp","smtp","SF",746,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,151,84,0.56,0.08,0.01,0,0.01,0.01,0,0,"normal"
"23285",18338,"tcp","other","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.73,1,0,0,0,1,1,"anomaly"
"23287",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,18,0,0,1,1,0.08,0.06,0,255,18,0.07,0.08,0,0,0,0,1,1,"anomaly"
"23292",0,"tcp","http","SF",209,1965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
"23306",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,6,1,1,0,0,0.06,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,"anomaly"
"23308",0,"tcp","kshell","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,255,1,0,0.83,0.81,0,0,0,0.81,1,"anomaly"
"23309",0,"tcp","ftp_data","SF",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,200,68,0.34,0.02,0.34,0,0,0,0,0,"normal"
"23310",0,"tcp","http","SF",212,5723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,11,255,1,0,0.09,0.04,0,0,0,0,"normal"
"23313",0,"tcp","ldap","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19,0,0,1,1,0.13,0.06,0,255,19,0.07,0.06,0,0,0,0,1,1,"anomaly"
"23314",0,"tcp","netbios_dgm","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,15,1,1,0,0,0.06,0.06,0,255,15,0.06,0.06,0,0,1,1,0,0,"anomaly"
"23318",0,"tcp","echo","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,1,0,0,1,1,0,0.07,0,255,1,0,0.09,0,0,0,0,1,1,"anomaly"
"23326",0,"tcp","http","SF",201,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,42,255,1,0,0.02,0.03,0,0,0,0.01,"normal"
"23328",0,"tcp","http","SF",237,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,1,0,0,113,255,1,0,0.01,0.02,0,0,0,0,"normal"
"23332",0,"icmp","eco_i","SF",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,101,1,0,1,1,0,0,0,0,"anomaly"
"23342",31601,"tcp","private","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.82,1,0,0,0,1,1,"anomaly"
"23343",0,"tcp","http","SF",304,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,227,0.89,0.02,0,0,0,0,0,0,"normal"
"23344",0,"udp","domain_u","SF",45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,240,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,"normal"
"23359",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,1,1,0,0,0.29,0.06,0,255,42,0.16,0.05,0.01,0,1,1,0,0,"anomaly"
"23373",0,"tcp","domain","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,21,1,1,0,0,0.18,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,"anomaly"
"23374",0,"tcp","http","SF",199,5989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,50,255,1,0,0.02,0.01,0,0,0,0,"normal"
"23375",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,1,1,0,0,0.5,0.12,0,255,13,0.05,0.08,0,0,1,1,0,0,"anomaly"
"23391",1,"tcp","smtp","SF",1631,399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,71,140,0.31,0.03,0.01,0.01,0,0,0,0,"normal"
"23392",0,"tcp","ftp","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,1,1,0,0,0.13,0.11,0,255,13,0.05,0.07,0,0,1,1,0,0,"anomaly"
"23401",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,16,0,0,1,1,0.21,0.06,0,255,12,0.05,0.07,0,0,0,0,1,1,"anomaly"
"23405",0,"tcp","uucp_path","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,"anomaly"
"23416",0,"tcp","http","SF",344,2156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,118,255,1,0,0.01,0.02,0,0,0,0,"normal"
"23422",0,"icmp","ecr_i","SF",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,11,12,1,0,1,0.17,0,0,0,0,"normal"
"23423",0,"tcp","ftp_data","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,100,1,0,1,0.03,0,0,1,0.02,"anomaly"
"23435",5749,"udp","other","SF",146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,2,0.01,0.62,0.9,0,0,0,0,0,"normal"
"23438",0,"tcp","http","SF",248,501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,63,133,1,0,0.02,0.03,0,0,0,0,"normal"
"23440",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,5,254,1,0,0.2,0.21,0,0.01,1,0.9,"normal"
"23450",0,"udp","domain_u","SF",44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,0,0,0,0,1,0,0,255,206,0.81,0.01,0,0,0,0,0,0,"normal"
"23456",0,"tcp","ftp_data","SF",501760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,182,37,0.2,0.02,0.2,0,0,0,0,0,"normal"
"23462",0,"tcp","http","SF",224,2320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,"normal"
"23467",13113,"tcp","other","RSTR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.68,1,0,0,0,1,1,"anomaly"
"23469",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,2,0,0,1,1,0.01,0.07,0,255,2,0.01,0.09,0,0,0,0,1,1,"anomaly"
"23470",0,"udp","domain_u","SF",44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,"normal"
"23486",1,"tcp","smtp","SF",1173,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,113,120,0.54,0.04,0.01,0.02,0,0,0,0,"normal"
"23490",0,"tcp","auth","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,12,1,1,0,0,0.04,0.06,0,255,20,0.08,0.06,0,0,1,1,0,0,"anomaly"
"23495",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,8,0,0,1,1,0.06,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"23510",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2,0.94,1,0,0,0.01,0.06,0,255,2,0.01,0.07,0,0,1,1,0,0,"anomaly"
"23512",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,1,1,0,0,0.19,0.09,0,255,59,0.23,0.02,0.02,0,1,1,0,0,"anomaly"
"23533",0,"tcp","http","SF",330,1968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,92,255,1,0,0.01,0.04,0,0,0,0,"normal"
"23540",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,1,1,0,0,0.01,0.06,0,255,6,0.02,0.08,0,0,1,1,0,0,"anomaly"
"23545",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,10,1,1,0,0,0.07,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,"anomaly"
"23546",0,"tcp","csnet_ns","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,7,1,1,0,0,0.03,0.06,0,255,7,0.03,0.08,0,0,1,1,0,0,"anomaly"
"23554",0,"udp","private","SF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,77,0.3,0.12,0.93,0,0,0,0.07,0,"anomaly"
"23565",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,1,1,0,0,0.02,0.1,0,255,15,0.06,0.08,0,0,1,1,0,0,"anomaly"
"23576",0,"tcp","domain","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,4,1,1,0,0,0.02,0.07,0,255,4,0.02,0.07,0,0,1,1,0,0,"anomaly"
"23578",0,"udp","domain_u","SF",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,162,18,0.11,0.04,0.11,0,0,0,0,0,"normal"
"23587",0,"tcp","http","SF",219,557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,42,255,1,0,0.02,0.06,0,0,0,0,"normal"
"23588",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,4,0,0,1,1,0.03,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,"anomaly"
"23591",0,"icmp","eco_i","SF",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,112,1,0,1,0.25,0,0,0,0,"anomaly"
"23594",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,8,255,1,0,0.12,0.01,0,0,1,0.24,"normal"
"23596",0,"udp","domain_u","SF",44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,1,0,0.18,187,183,0.98,0.01,0.01,0,0,0,0,0,"normal"
"23602",0,"tcp","ftp_data","SF",1470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,1,0,0.12,35,57,0.6,0.09,0.6,0.05,0,0,0,0,"normal"
"23603",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,2,1,1,0,0,0.01,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,"anomaly"
"23608",0,"tcp","http","SF",402,5324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,255,255,1,0,0,0,0,0,0,0,"normal"
"23609",0,"tcp","private","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,11,0,0,1,1,0.17,0.09,0,255,11,0.04,0.07,0,0,0,0,1,1,"anomaly"
"23613",0,"tcp","IRC","S1",251,1070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,50,14,0.28,0.04,0.02,0,0.02,0.07,0.22,0.79,"normal"
"23626",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,16,1,1,0,0,0.08,0.06,0,255,15,0.06,0.09,0,0,1,1,0,0,"anomaly"
"23628",0,"icmp","eco_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,1,0,1,2,70,1,0,1,0.26,0,0,0,0,"anomaly"
"23633",0,"icmp","ecr_i","SF",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,"anomaly"
"23655",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,17,1,1,0,0,0.06,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,"anomaly"
"23669",0,"udp","private","SF",28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,1,0,0,243,40,0.16,0.05,0.16,0,0.02,0,0,0,"anomaly"
"23687",5849,"udp","other","SF",147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,2,0.01,0.57,0.88,0,0,0,0,0,"normal"
"23690",7025,"udp","other","SF",147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0.5,0.5,0,255,2,0.01,0.84,1,0,0,0,0,0,"normal"
"23694",0,"udp","domain_u","SF",44,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,233,0,0,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,0,0,"normal"
"23702",9257,"udp","other","SF",146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.67,0.67,0,225,2,0.01,0.16,0.27,0,0,0,0,0,"normal"
"23703",0,"tcp","csnet_ns","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,6,1,1,0,0,0.05,0.06,0,255,1,0,0.08,0,0,1,1,0,0,"anomaly"
"23707",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,18,0,0,1,1,0.06,0.05,0,255,18,0.07,0.06,0,0,0,0,1,1,"anomaly"
"23710",4,"tcp","smtp","SF",1479,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,66,178,0.98,0.03,0.02,0.01,0,0,0,0,"normal"
"23711",0,"udp","domain_u","SF",45,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,149,0,0,0,0,1,0,0.01,255,174,0.68,0.02,0,0,0,0,0,0,"normal"
"23715",0,"tcp","auth","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,16,0,0,1,1,0.06,0.06,0,255,16,0.06,0.07,0,0,0,0,1,1,"anomaly"
"23722",0,"tcp","http","SF",336,1454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,42,0,0,0,0,1,0,0.07,18,255,1,0,0.06,0.07,0,0.01,0,0,"normal"
"23728",0,"tcp","ldap","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,1,1,0,0,0.19,0.16,0,255,6,0.02,0.08,0,0,1,1,0,0,"anomaly"
"23730",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,1,1,0,0,0.01,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,"anomaly"
"23731",0,"tcp","http","SF",317,1927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0,0,1,0,0.1,119,255,1,0,0.01,0.03,0,0,0,0,"normal"
"23736",0,"tcp","ftp_data","SF",748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,133,39,0.2,0.03,0.2,0.05,0,0,0,0,"normal"
"23745",2474,"udp","other","SF",147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,2,0.01,0.71,0.87,0,0,0,0,0,"normal"
"23755",0,"tcp","http","SF",199,1533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,5,255,1,0,0.2,0.01,0,0,0,0,"normal"
"23762",0,"tcp","http","SF",227,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,1,0,0.2,131,255,1,0,0.01,0.02,0,0,0,0,"normal"
"23768",0,"udp","domain_u","SF",29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0.17,255,241,0.95,0.01,0,0,0,0,0,0,"normal"
"23772",0,"tcp","ftp","RSTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,9,0,0,1,1,0.03,0.06,0,255,9,0.04,0.07,0,0,0,0,1,1,"anomaly"
"23778",0,"tcp","domain","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,19,1,1,0,0,0.08,0.06,0,255,19,0.07,0.07,0,0,1,1,0,0,"anomaly"
"23779",0,"tcp","auth","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,1,1,0,0,0.01,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,"anomaly"
"23783",0,"tcp","telnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,1,1,0,0,0.5,0.11,0,255,49,0.19,0.04,0.01,0,1,1,0,0,"anomaly"
"23784",0,"tcp","smtp","SF",1009,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,192,166,0.67,0.03,0.01,0.01,0,0,0,0,"normal"
"23795",0,"icmp","urp_i","SF",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,0,0,0,0,0.15,0.04,0,255,23,0.09,0.01,0.09,0,0,0,0,0,"normal"
"23803",0,"tcp","ftp_data","SF",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,111,60,0.23,0.05,0.23,0.03,0,0,0.02,0,"normal"
"23806",0,"tcp","http","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,55,154,1,0,0.02,0.19,0,0,1,1,"normal"
"23810",0,"tcp","http","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,1,1,0,0,0.25,0.05,0,255,58,0.23,0.02,0.02,0,1,1,0,0,"anomaly"
"23814",0,"tcp","vmnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,7,1,1,0,0,0.03,0.06,0,255,14,0.05,0.08,0,0,1,1,0,0,"anomaly"
"23818",0,"tcp","private","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,15,1,1,0,0,0.06,0.06,0,255,7,0.03,0.08,0,0,1,1,0,0,"anomaly"
"23821",0,"tcp","ctf","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,20,1,1,0,0,0.09,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,"anomaly"
"23836",0,"tcp","http","SF",331,868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,"normal"
"23837",0,"tcp","http","SF",233,19796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,185,255,1,0,0.01,0.02,0,0.01,0.14,0.12,"normal"
"23847",0,"udp","domain_u","SF",46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,"normal"
"23856",0,"tcp","daytime","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,14,1,1,0,0,0.05,0.07,0,255,14,0.05,0.07,0,0,1,1,0,0,"anomaly"
"23868",0,"tcp","other","SF",7940,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9,1,0.11,0,0,0,0.11,0.22,0,255,1,0,0.07,0.37,0,0.02,0,0,0,"normal"
"23873",0,"udp","domain_u","SF",43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,144,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,"normal"
"23878",0,"tcp","http_443","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,1,1,0,0,0.01,0.08,0,255,1,0,0.06,0,0,1,1,0,0,"anomaly"
"23882",0,"udp","other","SF",516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,0,0,0,0,1,0,0,236,236,1,0,1,0,0,0,0,0,"normal"
"23884",0,"tcp","http","SF",222,10496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,17,255,1,0,0.06,0.03,0,0,0,0,"normal"
"23893",0,"tcp","sql_net","REJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,5,0,0,1,1,0.03,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,"anomaly"
"23894",0,"icmp","ecr_i","SF",1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,4,0.02,0.21,0.02,0,0.2,0,0,0,"anomaly"
"23899",0,"tcp","http","SF",206,2398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,23,255,1,0,0.04,0.03,0,0,0,0,"normal"
"23904",1896,"udp","other","SF",146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,2,0.01,0.54,0.87,0,0,0,0,0,"normal"
"23908",0,"tcp","vmnet","S0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,1,1,0,0,0.19,0.22,0,255,5,0.02,0.08,0,0,1,1,0,0,"anomaly"
"23910",0,"tcp","http","SF",218,396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,"normal"
